,ResponseId,cue,num_resp,R1,R2,R3
12120,R_RIFFkVun5Uo0uA1,bo geh,1,no teeth,NA,NA
12121,R_RIFFkVun5Uo0uA1,bo jio,1,never ask me come,NA,NA
12122,R_RIFFkVun5Uo0uA1,buaya,1,crocodile,NA,NA
12123,R_RIFFkVun5Uo0uA1,buay pai,1,not bad,NA,NA
12124,R_RIFFkVun5Uo0uA1,chao,2,fuck,shit,NA
12125,R_RIFFkVun5Uo0uA1,chee bai,1,vagina,NA,NA
12126,R_RIFFkVun5Uo0uA1,chicken business,I don't know this word,NA,NA,NA
12127,R_RIFFkVun5Uo0uA1,chio bu,1,pretty furl,NA,NA
12128,R_RIFFkVun5Uo0uA1,cockanaathan,I recognise this word but cannot think of anything,NA,NA,NA
12129,R_RIFFkVun5Uo0uA1,corright,1,correct,NA,NA
12130,R_RIFFkVun5Uo0uA1,dey,1,oi,NA,NA
12131,R_RIFFkVun5Uo0uA1,eeyer,1,disgusted,NA,NA
12132,R_RIFFkVun5Uo0uA1,encik,2,uncle,army rank,NA
12133,R_RIFFkVun5Uo0uA1,hong bao,1,red packet,NA,NA
12134,R_RIFFkVun5Uo0uA1,ini macam,1,what this be,NA,NA
12135,R_RIFFkVun5Uo0uA1,kee siao,1,crazy,NA,NA
12136,R_RIFFkVun5Uo0uA1,keling kia,1,Indian,NA,NA
12137,R_RIFFkVun5Uo0uA1,kena sai,1,in deep shit,NA,NA
12138,R_RIFFkVun5Uo0uA1,kiam pa,1,sian da,NA,NA
12139,R_RIFFkVun5Uo0uA1,kilat,I recognise this word but cannot think of anything,NA,NA,NA
12140,R_RIFFkVun5Uo0uA1,lah,1,lor,NA,NA
12141,R_RIFFkVun5Uo0uA1,lao lan,I don't know this word,NA,NA,NA
12142,R_RIFFkVun5Uo0uA1,lao sai,1,diarrhoea,NA,NA
12143,R_RIFFkVun5Uo0uA1,lepak,1,chill,NA,NA
12144,R_RIFFkVun5Uo0uA1,luan,1,messy,NA,NA
12145,R_RIFFkVun5Uo0uA1,lun zun,1,clumsy,NA,NA
12146,R_RIFFkVun5Uo0uA1,mafan,1,troublesome,NA,NA
12147,R_RIFFkVun5Uo0uA1,makcik,1,Malay aunty,NA,NA
12148,R_RIFFkVun5Uo0uA1,ngeow,1,stingy,NA,NA
12149,R_RIFFkVun5Uo0uA1,ORD,1,ORD lo,NA,NA
12150,R_RIFFkVun5Uo0uA1,oso,1,also,NA,NA
12151,R_RIFFkVun5Uo0uA1,ownself,1,me,NA,NA
12152,R_RIFFkVun5Uo0uA1,pang seh,1,abandon,NA,NA
12153,R_RIFFkVun5Uo0uA1,pang jio,1,pass urine,NA,NA
12154,R_RIFFkVun5Uo0uA1,pariah,I don't know this word,NA,NA,NA
12155,R_RIFFkVun5Uo0uA1,pasar malam,1,night market,NA,NA
12156,R_RIFFkVun5Uo0uA1,piak piak,1,sexual intercourse,NA,NA
12157,R_RIFFkVun5Uo0uA1,Si mi lan jiao,1,what the heck bro,NA,NA
12158,R_RIFFkVun5Uo0uA1,swee,1,nice,NA,NA
12159,R_RIFFkVun5Uo0uA1,swaku,1,country bumpkin,NA,NA
12160,R_RIFFkVun5Uo0uA1,tahan,1,tolerate,NA,NA
12161,R_RIFFkVun5Uo0uA1,tak boleh tahan,1,cannot tolerate,NA,NA
12162,R_RIFFkVun5Uo0uA1,talk cock,1,talk rubbish,NA,NA
12163,R_RIFFkVun5Uo0uA1,teh,1,tea,NA,NA
12164,R_RIFFkVun5Uo0uA1,twa kee,I don't know this word,NA,NA,NA
12165,R_RIFFkVun5Uo0uA1,vomit blood,1,angry,NA,NA
12166,R_RIFFkVun5Uo0uA1,xia suay,1,unlucky,NA,NA
12167,R_Y54DiY1a41brGtb,agar-ration,1,estimation,NA,NA
12168,R_Y54DiY1a41brGtb,Ah Lian,1,girl version of ah Beng,NA,NA
12169,R_Y54DiY1a41brGtb,ai tzai,1,if only i knew,NA,NA
12170,R_Y54DiY1a41brGtb,amacam,I don't know this word,NA,NA,NA
12171,R_Y54DiY1a41brGtb,an zhua?,1,what,NA,NA
12172,R_Y54DiY1a41brGtb,barang barang,3,things,bags,items
12173,R_Y54DiY1a41brGtb,bo ta bo lan pa,1,when drinking alcohol,NA,NA
12174,R_Y54DiY1a41brGtb,bo tao boh beh,I recognise this word but cannot think of anything,NA,NA,NA
12175,R_Y54DiY1a41brGtb,buay,1,not,NA,NA
12176,R_Y54DiY1a41brGtb,cert,1,certificate,NA,NA
12177,R_Y54DiY1a41brGtb,chap lau chu,1,10th floor house,NA,NA
12178,R_Y54DiY1a41brGtb,cheem,1,hard,NA,NA
12179,R_Y54DiY1a41brGtb,chiu kana kah,I don't know this word,NA,NA,NA
12180,R_Y54DiY1a41brGtb,du lan,1,angry,NA,NA
12181,R_Y54DiY1a41brGtb,eye power,1,useless form of support,NA,NA
12182,R_Y54DiY1a41brGtb,gahmen,1,government,NA,NA
12183,R_Y54DiY1a41brGtb,jelak,1,too full e feeling of NA,NA,NA
12184,R_Y54DiY1a41brGtb,jio,1,invite,NA,NA
12185,R_Y54DiY1a41brGtb,kena,1,have,NA,NA
12186,R_Y54DiY1a41brGtb,kiasu,1,fear of losing,NA,NA
12187,R_Y54DiY1a41brGtb,kopi,1,coffee,NA,NA
12188,R_Y54DiY1a41brGtb,leh,1,used at the end of sentences to express oneself,NA,NA
12189,R_Y54DiY1a41brGtb,leh chey,1,troublesome,NA,NA
12190,R_Y54DiY1a41brGtb,liek boh kiew,I don't know this word,NA,NA,NA
12191,R_Y54DiY1a41brGtb,limpeh,1,boss,NA,NA
12192,R_Y54DiY1a41brGtb,lombang,I recognise this word but cannot think of anything,NA,NA,NA
12193,R_Y54DiY1a41brGtb,long zhong,1,everything,NA,NA
12194,R_Y54DiY1a41brGtb,malu,1,blur,NA,NA
12195,R_Y54DiY1a41brGtb,neh neh pok,1,nipples,NA,NA
12196,R_Y54DiY1a41brGtb,ngeow,1,stingy,NA,NA
12197,R_Y54DiY1a41brGtb,nia gong,I don't know this word,NA,NA,NA
12198,R_Y54DiY1a41brGtb,Obasan,I don't know this word,NA,NA,NA
12199,R_Y54DiY1a41brGtb,orbi,I don't know this word,NA,NA,NA
12200,R_Y54DiY1a41brGtb,orh,1,OK,NA,NA
12201,R_Y54DiY1a41brGtb,paiseh,1,embarrassed,NA,NA
12202,R_Y54DiY1a41brGtb,rabz-kebabz,1,doing things that inst guai,NA,NA
12203,R_Y54DiY1a41brGtb,sabo,1,shoot arrow,NA,NA
12204,R_Y54DiY1a41brGtb,sei,1,envious,NA,NA
12205,R_Y54DiY1a41brGtb,see you very up,1,accomplished person,NA,NA
12206,R_Y54DiY1a41brGtb,siao,1,crazy,NA,NA
12207,R_Y54DiY1a41brGtb,simi,2,usually with skua simi skua,what,NA
12208,R_Y54DiY1a41brGtb,sotong,1,blur like sotong,NA,NA
12209,R_Y54DiY1a41brGtb,suka,1,like,NA,NA
12210,R_Y54DiY1a41brGtb,diam,1,keep quiet,NA,NA
12211,R_Y54DiY1a41brGtb,zai,1,pro,NA,NA
12212,R_Y54DiY1a41brGtb,wa(h) lao (eh),1,oh my goodness,NA,NA
12213,R_Y54DiY1a41brGtb,wah seh,1,wow,NA,NA
12214,R_Y54DiY1a41brGtb,wayang,1,fake,NA,NA
12215,R_Y54DiY1a41brGtb,xia suay,1,jinx,NA,NA
12216,R_Y54DiY1a41brGtb,yaya papaya,1,proud,NA,NA
12217,R_bq0bVmFtlcUMtMt,11B,I don't know this word,NA,NA,NA
12218,R_bq0bVmFtlcUMtMt,act blur,1,pretending you are blur,NA,NA
12219,R_bq0bVmFtlcUMtMt,agak agak,1,estimate,NA,NA
12220,R_bq0bVmFtlcUMtMt,ah,1,exclaim,NA,NA
12221,R_bq0bVmFtlcUMtMt,ah neh,1,Indian,NA,NA
12222,R_bq0bVmFtlcUMtMt,aiyah,I recognise this word but cannot think of anything,NA,NA,NA
12223,R_bq0bVmFtlcUMtMt,bak kwa,1,roasted pork,NA,NA
12224,R_bq0bVmFtlcUMtMt,berak,I don't know this word,NA,NA,NA
12225,R_bq0bVmFtlcUMtMt,belanja,I don't know this word,NA,NA,NA
12226,R_bq0bVmFtlcUMtMt,bodoh,1,stupid,NA,NA
12227,R_bq0bVmFtlcUMtMt,buay tahan,1,can't stand it,NA,NA
12228,R_bq0bVmFtlcUMtMt,chao mugger,1,hard-working,NA,NA
12229,R_bq0bVmFtlcUMtMt,zha bor,2,woman,girl,NA
12230,R_bq0bVmFtlcUMtMt,'cher,1,teacher,NA,NA
12231,R_bq0bVmFtlcUMtMt,chop,1,hurry,NA,NA
12232,R_bq0bVmFtlcUMtMt,chope,1,reserve,NA,NA
12233,R_bq0bVmFtlcUMtMt,cmi,1,cannot make it,NA,NA
12234,R_bq0bVmFtlcUMtMt,da bao,1,takeaway,NA,NA
12235,R_bq0bVmFtlcUMtMt,hum ji,I recognise this word but cannot think of anything,NA,NA,NA
12236,R_bq0bVmFtlcUMtMt,kampung,I recognise this word but cannot think of anything,NA,NA,NA
12237,R_bq0bVmFtlcUMtMt,kar chng,1,butt,NA,NA
12238,R_bq0bVmFtlcUMtMt,kaypoh,1,nosy,NA,NA
12239,R_bq0bVmFtlcUMtMt,koyah,I don't know this word,NA,NA,NA
12240,R_bq0bVmFtlcUMtMt,liao,1,already,NA,NA
12241,R_bq0bVmFtlcUMtMt,limbu,1,your mother,NA,NA
12242,R_bq0bVmFtlcUMtMt,macam,2,like,alike,NA
12243,R_bq0bVmFtlcUMtMt,mah,1,exclaim,NA,NA
12244,R_bq0bVmFtlcUMtMt,makan,1,eat,NA,NA
12245,R_bq0bVmFtlcUMtMt,mang zang,I don't know this word,NA,NA,NA
12246,R_bq0bVmFtlcUMtMt,mong cha cha,1,blur,NA,NA
12247,R_bq0bVmFtlcUMtMt,nia,1,only,NA,NA
12248,R_bq0bVmFtlcUMtMt,nia gong de ji dan,I don't know this word,NA,NA,NA
12249,R_bq0bVmFtlcUMtMt,ORD loh,I recognise this word but cannot think of anything,NA,NA,NA
12250,R_bq0bVmFtlcUMtMt,pak zam,1,injection,NA,NA
12251,R_bq0bVmFtlcUMtMt,sam seng,I don't know this word,NA,NA,NA
12252,R_bq0bVmFtlcUMtMt,showflat,I don't know this word,NA,NA,NA
12253,R_bq0bVmFtlcUMtMt,siam,1,avoid,NA,NA
12254,R_bq0bVmFtlcUMtMt,sor zai,1,place,NA,NA
12255,R_bq0bVmFtlcUMtMt,suay,1,unlucky,NA,NA
12256,R_bq0bVmFtlcUMtMt,sui,2,nice,pretty,NA
12257,R_bq0bVmFtlcUMtMt,tau pok,I don't know this word,NA,NA,NA
12258,R_bq0bVmFtlcUMtMt,toot,1,stupid,NA,NA
12259,R_bq0bVmFtlcUMtMt,towkay,3,boss,employer,superior
12260,R_bq0bVmFtlcUMtMt,tuang,I don't know this word,NA,NA,NA
12261,R_bq0bVmFtlcUMtMt,up lorry,I don't know this word,NA,NA,NA
12262,R_bq0bVmFtlcUMtMt,wa(h) lan,I recognise this word but cannot think of anything,NA,NA,NA
12263,R_bq0bVmFtlcUMtMt,wa kao,I don't know this word,NA,NA,NA
12264,R_bq0bVmFtlcUMtMt,zao hor,I don't know this word,NA,NA,NA
12265,R_bq0bVmFtlcUMtMt,zhun,1,accurate,NA,NA
12266,R_bq0bVmFtlcUMtMt,zi siao,1,disturb,NA,NA
12267,R_SW5yTPa4Hyzvpm1,5Cs,1,credit card condo,NA,NA
12268,R_SW5yTPa4Hyzvpm1,Ah Beng,1,gangster,NA,NA
12269,R_SW5yTPa4Hyzvpm1,Ah Huay,I don't know this word,NA,NA,NA
12270,R_SW5yTPa4Hyzvpm1,ai see,I don't know this word,NA,NA,NA
12271,R_SW5yTPa4Hyzvpm1,aiyoyo,1,that's bad,NA,NA
12272,R_SW5yTPa4Hyzvpm1,balik kampong,1,faster,NA,NA
12273,R_SW5yTPa4Hyzvpm1,bao toh,1,sabotage,NA,NA
12274,R_SW5yTPa4Hyzvpm1,bo chap,1,unbothered,NA,NA
12275,R_SW5yTPa4Hyzvpm1,bo liao,2,useless,irrelevant,NA
12276,R_SW5yTPa4Hyzvpm1,bo zheng hu,1,no government,NA,NA
12277,R_SW5yTPa4Hyzvpm1,buay song,2,unhappy,unsatisfied,NA
12278,R_SW5yTPa4Hyzvpm1,buay steady,1,not smooth sailing,NA,NA
12279,R_SW5yTPa4Hyzvpm1,chee ko pek,2,paedophile,creepy uncle,NA
12280,R_SW5yTPa4Hyzvpm1,chin chai,1,easy,NA,NA
12281,R_SW5yTPa4Hyzvpm1,chiong,2,hurry,rush,NA
12282,R_SW5yTPa4Hyzvpm1,chop chop,1,hurry,NA,NA
12283,R_SW5yTPa4Hyzvpm1,double confirm,1,confirm again,NA,NA
12284,R_SW5yTPa4Hyzvpm1,echerley,I don't know this word,NA,NA,NA
12285,R_SW5yTPa4Hyzvpm1,garang,2,strong,macho,NA
12286,R_SW5yTPa4Hyzvpm1,hao lian,2,arrogant,proud,NA
12287,R_SW5yTPa4Hyzvpm1,horlan,I don't know this word,NA,NA,NA
12288,R_SW5yTPa4Hyzvpm1,huat,2,prosper,succeed,NA
12289,R_SW5yTPa4Hyzvpm1,jiak,1,eat,NA,NA
12290,R_SW5yTPa4Hyzvpm1,jiak kantang,1,eat potato,NA,NA
12291,R_SW5yTPa4Hyzvpm1,jia lat,1,bad,NA,NA
12292,R_SW5yTPa4Hyzvpm1,kar pak,1,car park,NA,NA
12293,R_SW5yTPa4Hyzvpm1,kiam,1,stingy,NA,NA
12294,R_SW5yTPa4Hyzvpm1,kopitiam,1,food court,NA,NA
12295,R_SW5yTPa4Hyzvpm1,lan jiao,1,penis,NA,NA
12296,R_SW5yTPa4Hyzvpm1,lao pei huet,I don't know this word,NA,NA,NA
12297,R_SW5yTPa4Hyzvpm1,mata,1,die,NA,NA
12298,R_SW5yTPa4Hyzvpm1,mug,1,rob,NA,NA
12299,R_SW5yTPa4Hyzvpm1,no eye see,I don't know this word,NA,NA,NA
12300,R_SW5yTPa4Hyzvpm1,oso,1,also,NA,NA
12301,R_SW5yTPa4Hyzvpm1,owadio,1,graduate,NA,NA
12302,R_SW5yTPa4Hyzvpm1,pak chiu cheng,I don't know this word,NA,NA,NA
12303,R_SW5yTPa4Hyzvpm1,pang sai,1,poop,NA,NA
12304,R_SW5yTPa4Hyzvpm1,pon,1,skip,NA,NA
12305,R_SW5yTPa4Hyzvpm1,pai tao,I recognise this word but cannot think of anything,NA,NA,NA
12306,R_SW5yTPa4Hyzvpm1,puki,I don't know this word,NA,NA,NA
12307,R_SW5yTPa4Hyzvpm1,rabak,1,bad,NA,NA
12308,R_SW5yTPa4Hyzvpm1,saman,2,summon,fine,NA
12309,R_SW5yTPa4Hyzvpm1,sampat,2,messy,dressed down,NA
12310,R_SW5yTPa4Hyzvpm1,sia,1,really,NA,NA
12311,R_SW5yTPa4Hyzvpm1,Si mi tai dzi,2,what's up,what's wrong with you,NA
12312,R_SW5yTPa4Hyzvpm1,song,I recognise this word but cannot think of anything,NA,NA,NA
12313,R_SW5yTPa4Hyzvpm1,steady pom pi pi,2,good,smooth sailing,NA
12314,R_SW5yTPa4Hyzvpm1,tak boleh,I recognise this word but cannot think of anything,NA,NA,NA
12315,R_SW5yTPa4Hyzvpm1,tekan,I recognise this word but cannot think of anything,NA,NA,NA
12316,R_SW5yTPa4Hyzvpm1,walau,1,exclamation,NA,NA
12317,R_UtJa1y1YnfTc31T,ACBC,I don't know this word,NA,NA,NA
12318,R_UtJa1y1YnfTc31T,Ah Seng,I don't know this word,NA,NA,NA
12319,R_UtJa1y1YnfTc31T,Ah Huay,I don't know this word,NA,NA,NA
12320,R_UtJa1y1YnfTc31T,ah tiong,I don't know this word,NA,NA,NA
12321,R_UtJa1y1YnfTc31T,buay steady,1,not reliant,NA,NA
12322,R_UtJa1y1YnfTc31T,catch no ball,I don't know this word,NA,NA,NA
12323,R_UtJa1y1YnfTc31T,zha bor,1,lady,NA,NA
12324,R_UtJa1y1YnfTc31T,chop chop,1,faster,NA,NA
12325,R_UtJa1y1YnfTc31T,cockanaathan,I don't know this word,NA,NA,NA
12326,R_UtJa1y1YnfTc31T,damn,1,very,NA,NA
12327,R_UtJa1y1YnfTc31T,gahmen,1,government,NA,NA
12328,R_UtJa1y1YnfTc31T,geh kiang,1,busybody,NA,NA
12329,R_UtJa1y1YnfTc31T,hao lian,I recognise this word but cannot think of anything,NA,NA,NA
12330,R_UtJa1y1YnfTc31T,ho liao,1,can already,NA,NA
12331,R_UtJa1y1YnfTc31T,kayu,I recognise this word but cannot think of anything,NA,NA,NA
12332,R_UtJa1y1YnfTc31T,kee siao,1,crazy,NA,NA
12333,R_UtJa1y1YnfTc31T,kena sai,2,eat hit's,similar to walan,NA
12334,R_UtJa1y1YnfTc31T,kenz,I don't know this word,NA,NA,NA
12335,R_UtJa1y1YnfTc31T,kopitiam,2,coffee shop,drinks,NA
12336,R_UtJa1y1YnfTc31T,lah,2,expression for anything,completes any sentence,NA
12337,R_UtJa1y1YnfTc31T,lao lan,I don't know this word,NA,NA,NA
12338,R_UtJa1y1YnfTc31T,liao,1,already,NA,NA
12339,R_UtJa1y1YnfTc31T,lombang,I don't know this word,NA,NA,NA
12340,R_UtJa1y1YnfTc31T,mah,1,completes the questionableness,NA,NA
12341,R_UtJa1y1YnfTc31T,makan,1,eat,NA,NA
12342,R_UtJa1y1YnfTc31T,mampat,I don't know this word,NA,NA,NA
12343,R_UtJa1y1YnfTc31T,masak-masak,I don't know this word,NA,NA,NA
12344,R_UtJa1y1YnfTc31T,mong cha cha,I don't know this word,NA,NA,NA
12345,R_UtJa1y1YnfTc31T,orbi,1,serve you,NA,NA
12346,R_UtJa1y1YnfTc31T,oso,I don't know this word,NA,NA,NA
12347,R_UtJa1y1YnfTc31T,ownself,1,myself yourself,NA,NA
12348,R_UtJa1y1YnfTc31T,pang jio,2,pee,urinate,NA
12349,R_UtJa1y1YnfTc31T,piak piak,I recognise this word but cannot think of anything,NA,NA,NA
12350,R_UtJa1y1YnfTc31T,pon,1,skip,NA,NA
12351,R_UtJa1y1YnfTc31T,rabz-kebabz,I recognise this word but cannot think of anything,NA,NA,NA
12352,R_UtJa1y1YnfTc31T,sakar,I don't know this word,NA,NA,NA
12353,R_UtJa1y1YnfTc31T,sam seng,I don't know this word,NA,NA,NA
12354,R_UtJa1y1YnfTc31T,sei,3,gone crazy,mind become weird,cannot think straight
12355,R_UtJa1y1YnfTc31T,showflat,I don't know this word,NA,NA,NA
12356,R_UtJa1y1YnfTc31T,siam,1,go away,NA,NA
12357,R_UtJa1y1YnfTc31T,sian,1,bored,NA,NA
12358,R_UtJa1y1YnfTc31T,simi,1,what,NA,NA
12359,R_UtJa1y1YnfTc31T,Si mi lan jiao,1,WTF,NA,NA
12360,R_UtJa1y1YnfTc31T,suka,1,anyhow,NA,NA
12361,R_UtJa1y1YnfTc31T,swaku,1,dumb,NA,NA
12362,R_UtJa1y1YnfTc31T,tan ku ku,I don't know this word,NA,NA,NA
12363,R_UtJa1y1YnfTc31T,toot,I don't know this word,NA,NA,NA
12364,R_UtJa1y1YnfTc31T,tuang,I don't know this word,NA,NA,NA
12365,R_UtJa1y1YnfTc31T,wa(h) lan,1,expression for angry,NA,NA
12366,R_UtJa1y1YnfTc31T,yaya papaya,2,proud,talk too much,NA
12367,R_1KwHfUvJJcPWVAR,5Cs,3,condo,cash,commitment
12368,R_1KwHfUvJJcPWVAR,action,3,movie,director,act
12369,R_1KwHfUvJJcPWVAR,ah gua,3,man,girl,drama
12370,R_1KwHfUvJJcPWVAR,Ah Lian,3,auntie,girl,gangster
12371,R_1KwHfUvJJcPWVAR,ai see buay see,I recognise this word but cannot think of anything,NA,NA,NA
12372,R_1KwHfUvJJcPWVAR,ayam,3,chicken,rice,food
12373,R_1KwHfUvJJcPWVAR,bao toh,3,expose,cheat,big mouth
12374,R_1KwHfUvJJcPWVAR,barang barang,3,things,stuff,goods
12375,R_1KwHfUvJJcPWVAR,berak,I don't know this word,NA,NA,NA
12376,R_1KwHfUvJJcPWVAR,bo eng,3,useless,bad,trash
12377,R_1KwHfUvJJcPWVAR,bo liao,3,bored,useless,free
12378,R_1KwHfUvJJcPWVAR,bo zheng hu,I don't know this word,NA,NA,NA
12379,R_1KwHfUvJJcPWVAR,buay,I don't know this word,NA,NA,NA
12380,R_1KwHfUvJJcPWVAR,buay song,3,displeased,pissed,anger
12381,R_1KwHfUvJJcPWVAR,chap lau chu,I don't know this word,NA,NA,NA
12382,R_1KwHfUvJJcPWVAR,'cher,3,teacher,instructor,school
12383,R_1KwHfUvJJcPWVAR,cheem,3,complicated,abstract,difficult
12384,R_1KwHfUvJJcPWVAR,dey,I don't know this word,NA,NA,NA
12385,R_1KwHfUvJJcPWVAR,eeyer,3,disgust,trash,smelly
12386,R_1KwHfUvJJcPWVAR,gabra,I recognise this word but cannot think of anything,NA,NA,NA
12387,R_1KwHfUvJJcPWVAR,geh geh,I don't know this word,NA,NA,NA
12388,R_1KwHfUvJJcPWVAR,huat,3,rich,prosperity,money
12389,R_1KwHfUvJJcPWVAR,jiak,3,eat,food,hungry
12390,R_1KwHfUvJJcPWVAR,Q143,I don't know this word,NA,NA,NA
12391,R_1KwHfUvJJcPWVAR,kampung,3,village,home,community
12392,R_1KwHfUvJJcPWVAR,ki chia,I don't know this word,NA,NA,NA
12393,R_1KwHfUvJJcPWVAR,kiam,I don't know this word,NA,NA,NA
12394,R_1KwHfUvJJcPWVAR,lao sai,3,shit,diarrhoea,toilet bowl
12395,R_1KwHfUvJJcPWVAR,leh,I recognise this word but cannot think of anything,NA,NA,NA
12396,R_1KwHfUvJJcPWVAR,lobang,3,things,opportunistic,resourceful
12397,R_1KwHfUvJJcPWVAR,mati,3,die,death,funeral
12398,R_1KwHfUvJJcPWVAR,neh neh,3,nipple,woman,milk
12399,R_1KwHfUvJJcPWVAR,nia,I recognise this word but cannot think of anything,NA,NA,NA
12400,R_1KwHfUvJJcPWVAR,O$P$,3,loan shark,gambling,money
12401,R_1KwHfUvJJcPWVAR,owadio,3,ORD,army,soldier
12402,R_1KwHfUvJJcPWVAR,pak zam,I recognise this word but cannot think of anything,NA,NA,NA
12403,R_1KwHfUvJJcPWVAR,pang chance,3,opportunity,generous,lenient
12404,R_1KwHfUvJJcPWVAR,pang sai,3,shit,fees,poop
12405,R_1KwHfUvJJcPWVAR,pok kai,I don't know this word,NA,NA,NA
12406,R_1KwHfUvJJcPWVAR,pundek,I don't know this word,NA,NA,NA
12407,R_1KwHfUvJJcPWVAR,see me no up,3,condescending,look down,arrogant
12408,R_1KwHfUvJJcPWVAR,Si mi tai dzi,3,happening,disaster,tragedy
12409,R_1KwHfUvJJcPWVAR,sod,3,crazy,water,brain
12410,R_1KwHfUvJJcPWVAR,steady pom pi pi,3,good,stable,impressive
12411,R_1KwHfUvJJcPWVAR,swee,3,good,steady,stable
12412,R_1KwHfUvJJcPWVAR,ulu,3,far,distance,inconvenient
12413,R_1KwHfUvJJcPWVAR,wa(h) lao (eh),3,husband,anger,vulgarity
12414,R_1KwHfUvJJcPWVAR,walau,3,angry,husband,vulgarity
12415,R_1KwHfUvJJcPWVAR,wayang,3,drama,extra,extravagant
12416,R_1KwHfUvJJcPWVAR,your head,3,rude,obvious,stupid
12417,R_2D5LSKxpN9KerHU,ah,1,question,NA,NA
12418,R_2D5LSKxpN9KerHU,ai tzai,1,professional,NA,NA
12419,R_2D5LSKxpN9KerHU,aiyah,1,no big deal,NA,NA
12420,R_2D5LSKxpN9KerHU,akan datang,I don't know this word,NA,NA,NA
12421,R_2D5LSKxpN9KerHU,alamak,1,oh no,NA,NA
12422,R_2D5LSKxpN9KerHU,amacam,I don't know this word,NA,NA,NA
12423,R_2D5LSKxpN9KerHU,ar,1,question,NA,NA
12424,R_2D5LSKxpN9KerHU,bak kwa,1,Chinese new year dried pork,NA,NA
12425,R_2D5LSKxpN9KerHU,bo jio,1,never invite,NA,NA
12426,R_2D5LSKxpN9KerHU,bo ta bo lan pa,1,drink,NA,NA
12427,R_2D5LSKxpN9KerHU,catch no ball,1,don't understand,NA,NA
12428,R_2D5LSKxpN9KerHU,chao,1,smelly,NA,NA
12429,R_2D5LSKxpN9KerHU,chim,1,difficult to understand,NA,NA
12430,R_2D5LSKxpN9KerHU,don't play play,1,don't test,NA,NA
12431,R_2D5LSKxpN9KerHU,goondu,1,silly,NA,NA
12432,R_2D5LSKxpN9KerHU,gostan,1,go backwards,NA,NA
12433,R_2D5LSKxpN9KerHU,hao lian,1,proud,NA,NA
12434,R_2D5LSKxpN9KerHU,horlan,1,lost,NA,NA
12435,R_2D5LSKxpN9KerHU,jelak,1,filling,NA,NA
12436,R_2D5LSKxpN9KerHU,jiak chao,1,eat grass,NA,NA
12437,R_2D5LSKxpN9KerHU,jiak kantang,1,only can speak English,NA,NA
12438,R_2D5LSKxpN9KerHU,keling kia,1,Indian,NA,NA
12439,R_2D5LSKxpN9KerHU,kiasu,1,scared to lose out,NA,NA
12440,R_2D5LSKxpN9KerHU,kong ka kiao,1,die,NA,NA
12441,R_2D5LSKxpN9KerHU,lan jiao,1,penis,NA,NA
12442,R_2D5LSKxpN9KerHU,lao pei huet,I don't know this word,NA,NA,NA
12443,R_2D5LSKxpN9KerHU,lagi,1,even,NA,NA
12444,R_2D5LSKxpN9KerHU,lepak,1,slack,NA,NA
12445,R_2D5LSKxpN9KerHU,liek boh kiew,1,you no balls,NA,NA
12446,R_2D5LSKxpN9KerHU,macam,1,like,NA,NA
12447,R_2D5LSKxpN9KerHU,mafan,1,troublesome,NA,NA
12448,R_2D5LSKxpN9KerHU,mug,1,study hard,NA,NA
12449,R_2D5LSKxpN9KerHU,ORD,1,finish army,NA,NA
12450,R_2D5LSKxpN9KerHU,pak chiu cheng,1,masturbate,NA,NA
12451,R_2D5LSKxpN9KerHU,pak tor,1,date,NA,NA
12452,R_2D5LSKxpN9KerHU,pia,1,to work hard,NA,NA
12453,R_2D5LSKxpN9KerHU,pai tao,1,fly aeroplane,NA,NA
12454,R_2D5LSKxpN9KerHU,puki,1,vagina,NA,NA
12455,R_2D5LSKxpN9KerHU,sabo,1,sabotage,NA,NA
12456,R_2D5LSKxpN9KerHU,sampat,1,messy,NA,NA
12457,R_2D5LSKxpN9KerHU,see first,1,decide later,NA,NA
12458,R_2D5LSKxpN9KerHU,shiok,1,feels good,NA,NA
12459,R_2D5LSKxpN9KerHU,sia,1,slang,NA,NA
12460,R_2D5LSKxpN9KerHU,sotong,1,blur,NA,NA
12461,R_2D5LSKxpN9KerHU,tak boleh,1,cannot,NA,NA
12462,R_2D5LSKxpN9KerHU,talk cock,1,chit chat,NA,NA
12463,R_2D5LSKxpN9KerHU,wa kao,1,complaining slang,NA,NA
12464,R_2D5LSKxpN9KerHU,white horse,1,someone that has a relative that is high ranking,NA,NA
12465,R_2D5LSKxpN9KerHU,xia lan,1,messed up guy,NA,NA
12466,R_2D5LSKxpN9KerHU,yandao,1,handsome,NA,NA
12467,R_urASbjNvufjMqxX,ar,I recognise this word but cannot think of anything,NA,NA,NA
12468,R_urASbjNvufjMqxX,ayam,1,chicken,NA,NA
12469,R_urASbjNvufjMqxX,barang barang,3,things,items,luggage
12470,R_urASbjNvufjMqxX,bo chap,1,indifferent,NA,NA
12471,R_urASbjNvufjMqxX,buay pai,I don't know this word,NA,NA,NA
12472,R_urASbjNvufjMqxX,buay gan,2,unhappy,unsatisfied,NA
12473,R_urASbjNvufjMqxX,chiu kana kah,I don't know this word,NA,NA,NA
12474,R_urASbjNvufjMqxX,cockanaathan,I don't know this word,NA,NA,NA
12475,R_urASbjNvufjMqxX,damn,2,extremely,very,NA
